Vernier Format 2
Gamma_1.cmbl 20/03/2019 00:07:31 ,
Latest
Time	Position	Velocity	Acceleration
t	x	v	acc
s	m	m/s	m/s²

3,0636	0,2422952	0,337620954288	0,247836536347
3,0969	0,25382	0,33372972973	-0,486508085218
3,1302	0,2650704	0,306948948949	-1,24567454787
3,1635	0,2752232	0,248580580581	-1,91700988053
3,1968	0,2820832	0,171900567234	-2,35750209112
3,2301	0,286748	0,0881247914581	-2,63970733051
3,2634	0,2883944	-0,00824024024024	-2,73173907975
3,2967	0,2861992	-0,102774107441	-2,54710276955
3,33	0,2809856	-0,182200867534	-2,20914385635
3,3633	0,2735768	-0,245833833834	-1,90402614827
3,3966	0,2650704	-0,314044711378	-1,40988057349
3,4299	0,2518992	-0,355245912579	-0,478297783937
3,4632	0,2398256	-0,346776776777	0,506747432562
3,4965	0,2283008	-0,314502502503	1,30123728444
3,5298	0,218148	-0,254989656323	1,90765395581
3,5631	0,2110136	-0,182200867534	2,32179682741
3,5964	0,2058	-0,0993406740073	2,65650980755
3,6297	0,2038792	-0,00137337337337	2,84324642739
3,663	0,2058	0,0963650316984	2,806204603
3,6963	0,2104648	0,188609943277	2,59140020902
3,7296	0,218148	0,279710377044	2,0199250524
3,7629	0,2302216	0,334874207541	1,10037130891
3,7962	0,2417464	0,348379045712	0,260247456889
3,8295	0,2535456	0,347692359026	-0,462068118614
3,8628	0,2656192	0,320224891558	-1,20901459796
3,8961	0,275772	0,263687687688	-1,83738905183
3,9294	0,2834552	0,192730063397	-2,30079373111
3,9627	0,2889432	0,108496496496	-2,65555512135
3,996	0,2911384	0,0107580914248	-2,83236300476
4,0293	0,289492	-0,0853780447114	-2,81212365741
4,0626	0,285376	-0,178309642976	-2,64448076149
4,0959	0,2779672	-0,273759092426	-2,08121590615
4,1292	0,2658936	-0,330067400734	-1,13569469815
4,1625	0,2546432	-0,343801134468	-0,299580528142
4,1958	0,242844	-0,343114447781	0,357816386067
4,2291	0,2313192	-0,322056056056	1,03087015388
4,2624	0,2206176	-0,275132465799	1,69705018109
4,2957	0,2123856	-0,205319319319	2,2440853711
4,329	0,2066232	-0,121543543544	2,62958765684
4,3623	0,2038792	-0,0247207207207	2,81097803398
4,3956	0,2049768	0,0727887887888	2,75598810912
4,4289	0,2090928	0,161142475809	2,57020617548
4,4622	0,2156784	0,246291624958	2,2353022581
4,4955	0,2255568	0,322284951618	1,52463385419
4,5288	0,2384536	0,357077077077	0,538633951491
4,5621	0,2505272	0,351812479146	-0,309700201815
4,5954	0,262052	0,331440774107	-1,00719393623
4,6287	0,2733024	0,285661661662	-1,67661989651
4,662	0,2818088	0,21561961962	-2,20360667641
4,6953	0,2878456	0,134590590591	-2,57345210854
4,7286	0,2911384	0,0412012012012	-2,79513024313
4,7619	0,290864	-0,0595128461795	-2,74892343127
4,7952	0,286748	-0,148324324324	-2,47531036765
4,8285	0,2807112	-0,226377711044	-2,08980808191
4,8618	0,2713816	-0,291155155155	-1,57084066605
4,8951	0,26068	-0,333958625292	-0,937310906725
4,9284	0,2486064	-0,355245912579	-0,211749398158
4,9617	0,2365328	-0,353643643644	0,677445324314
4,995	0,2239104	-0,313358024691	1,63308620599
5,0283	0,2145808	-0,236449115782	2,32733400735
5,0616	0,2079952	-0,148553219887	2,69259694574
5,0949	0,204428	-0,051043710377	2,81479677876
5,1282	0,2047024	0,0437190523857	2,74204969066
5,1615	0,2074464	0,134361695028	2,53469184901
5,1948	0,2137576	0,218137470804	2,12665896906
5,2281	0,2225384	0,281999332666	1,52062417216
5,2614	0,23324	0,321140473807	0,831913550743
5,2947	0,2444904	0,337392058725	0,122390770261
5,328	0,2562896	0,330525191859	-0,618636654673
5,3613	0,2672656	0,295961961962	-1,33789723435
5,3946	0,2765952	0,238509175843	-1,94259547057
5,4279	0,2837296	0,161142475809	-2,35635646769
5,4612	0,2875712	0,0741621621622	-2,53831965655
5,4945	0,2883944	-0,00892692692693	-2,64238045186
5,5278	0,2872968	-0,100485151818	-2,71111785793
5,5611	0,2820832	-0,199368034701	-2,46099007471
5,5944	0,2733024	-0,275819152486	-1,85667371297
5,6277	0,2628752	-0,325031698365	-1,13053939269
5,661	0,251076	-0,349752419086	-0,384356662301
5,6943	0,2392768	-0,355932599266	0,503119625019
5,7276	0,2261056	-0,320682682683	1,48148203815
5,7609	0,216776	-0,247436102769	2,16981078509
5,7942	0,2096416	-0,167093760427	2,55435838463
5,8275	0,2052512	-0,0734754754755	2,75961591666
5,8608	0,2047024	0,0217450784117	2,7852015067
5,8941	0,2068976	0,113303303303	2,71990097093
5,9274	0,2121112	0,205777110444	2,4945950288
5,9607	0,2206176	0,291841841842	1,87882243271
5,994	0,2326912	0,341283283283	0,941129651507
6,0273	0,2444904	0,351583583584	0,0477343097741
6,0606	0,256564	0,339681014348	-0,704749349505
6,0939	0,2678144	0,302142142142	-1,35202659004
6,1272	0,277144	0,246520520521	-1,89180616497
6,1605	0,2845528	0,176249582916	-2,40561827538
6,1938	0,289492	0,0849202535869	-2,82892613445
6,2271	0,2905896	-0,018998331665	-2,99313216008
6,2604	0,2883944	-0,12635035035	-2,75999779114
6,2937	0,2815344	-0,213330663997	-2,18031233324
6,327	0,2733024	-0,271470136803	-1,55002850699
6,3603	0,2631496	-0,31427360694	-0,95105838794
6,3936	0,2518992	-0,336934267601	-0,29385241097
6,4269	0,2401	-0,336934267601	0,442592520226
6,4602	0,2285752	-0,306491157824	1,15631591997
6,4935	0,2192456	-0,256591925259	1,76521477545
6,5268	0,2110136	-0,18792325659	2,30232122903
6,5601	0,2060744	-0,0981961961962	2,65670074479
6,5934	0,204428	-0,00412012012012	2,77660933094
6,6267	0,2058	0,0904137470804	2,73593969901
6,66	0,2104648	0,183116449783	2,49841377358
6,6933	0,2184224	0,261398732065	2,06154937053
6,7266	0,2280264	0,328007340674	1,36004595408
6,7599	0,2411976	0,361654988322	0,379201356846
6,7932	0,2535456	0,349523523524	-0,514193984887
6,8265	0,264796	0,319309309309	-1,18171057277
6,8598	0,2752232	0,270325658992	-1,78640880899
6,8931	0,2834552	0,199139139139	-2,30824028344
6,9264	0,2889432	0,111701034368	-2,65670074479
6,9597	0,2911384	0,0151071071071	-2,76458028488
6,993	0,2897664	-0,0773667000334	-2,67713102937
7,0263	0,2859248	-0,166178178178	-2,44705165626
7,0596	0,278516	-0,246291624958	-2,00751413186
7,0929	0,268912	-0,304659993327	-1,40300683288
7,1262	0,2576616	-0,342198865532	-0,696729985463
7,1595	0,2453136	-0,350668001335	0,0393330712539
7,1928	0,2340632	-0,342656656657	0,864754755868
7,2261	0,2214408	-0,298250917584	1,79270973788
7,2594	0,2129344	-0,214246246246	2,44208728804
7,2927	0,207172	-0,123603603604	2,714363791
7,326	0,2047024	-0,029985318652	2,80143117202
7,3593	0,2049768	0,0670663997331	2,7099722345
7,3926	0,2093672	0,157022355689	2,40370890299
7,4259	0,2159528	0,230268935602	1,96417137859
7,4592	0,225008	0,289781781782	1,42229149403
7,4925	0,2357096	0,329838505172	0,725370571328
7,5258	0,2477832	0,341512178846	-0,0725561508567
7,5591	0,259308	0,322513847181	-0,799263282858
7,5924	0,2697352	0,284288288288	-1,39976089982
7,6257	0,2787904	0,225691024358	-1,88932398086
7,659	0,2848272	0,159082415749	-2,3666670786
7,6923	0,2900408	0,0704998331665	-2,84954735628
7,7256	0,2903152	-0,0405145145145	-3,00630682957
7,7589	0,2870224	-0,143517517518	-2,72238315504
7,7922	0,2801624	-0,227751084418	-2,19024106968
7,8255	0,2713816	-0,29161294628	-1,54735538564
7,8588	0,2601312	-0,333043043043	-0,829240429396
7,8921	0,248332	-0,344716716717	-0,136902000432
7,9254	0,2370816	-0,344258925592	0,624555709085
7,9587	0,2244592	-0,31015348682	1,54582788773
7,992	0,2151296	-0,235304637971	2,27425345488
8,0253	0,208544	-0,147179846513	2,64849044351
8,0586	0,2052512	-0,0531037704371	2,78921118872
8,0919	0,2049768	0,0414300967634	2,7895930632
8,1252	0,2079952	0,136192859526	2,64295326357
8,1585	0,2143064	0,221570904238	2,31282277718
8,1918	0,2228128	0,298937604271	1,68807613085
8,2251	0,2351608	0,343801134468	0,769095199081
8,2584	0,24696	0,347692359026	-0,106352042177
8,2917	0,2587592	0,330525191859	-0,817020446094
8,325	0,2694608	0,292528528529	-1,48205484987
8,3583	0,2787904	0,232786786787	-2,13295989795
8,3916	0,2856504	0,149011011011	-2,67942227624
8,4249	0,289492	0,0428034701368	-2,85451172449
8,4582	0,28812	-0,0544771438105	-2,61851329697
8,4915	0,2851016	-0,130699366033	-2,33649899482
8,5248	0,2796136	-0,207608274942	-2,06517717807
8,5581	0,2711072	-0,274903570237	-1,59127095063
8,5914	0,26068	-0,320682682683	-0,900650956818
8,6247	0,2488808	-0,336476476476	-0,134228879085
8,658	0,2376304	-0,327091758425	0,578348897223
8,6913	0,2266544	-0,29779312646	1,26896889104
8,7246	0,2170504	-0,242171504838	1,91242738679
8,7579	0,209916	-0,165262595929	2,38117830877
8,7912	0,2058	-0,0773667000334	2,63665233468
8,8245	0,2047024	0,0141915248582	2,72811127221
8,8578	0,2066232	0,108267600934	2,66452917159
8,8911	0,2121112	0,196621287955	2,41077358083
8,9244	0,2200688	0,271927927928	1,99090259206
8,9577	0,2302216	0,339223223223	1,24548361063
8,991	0,2439416	0,364630630631	0,214040645027
9,0243	0,2557408	0,348379045712	-0,694820613072
9,0576	0,26754	0,311755755756	-1,40243402116
9,0909	0,277144	0,251327327327	-1,95901607313
9,1242	0,2845528	0,178538538539	-2,39148891968
9,1575	0,289492	0,0897270603937	-2,70577161524
9,1908	0,290864	-0,00892692692693	-2,77489089579
9,2241	0,2886688	-0,102087420754	-2,60591143919
9,2574	0,2837296	-0,184489823156	-2,31702339644
9,2907	0,2763208	-0,25979646313	-1,89409741184
9,324	0,2658936	-0,316791458125	-1,27240576134
9,3573	0,2543688	-0,344945612279	-0,577967022745
9,3906	0,242844	-0,360281614948	0,276477122212
9,4239	0,229124	-0,33372972973	1,29570010451
9,4572	0,2192456	-0,264145478812	2,02794441644
9,4905	0,2115624	-0,187236569903	2,40848233396
9,5238	0,2066232	-0,101858525192	2,65020887866
9,5571	0,204428	-0,00755355355355	2,74166781619
9,5904	0,2060744	0,0878958958959	2,60419300404
9,6237	0,2107392	0,170069402736	2,30193935455
9,657	0,2175992	0,242858191525	1,89791615662
9,6903	0,2272032	0,30191324658	1,31192976983
9,7236	0,2384536	0,334645311979	0,590187006047
9,7569	0,2502528	0,340825492159	-0,142821054844
9,7902	0,2617776	0,322284951618	-0,82007544192
9,8235	0,2719304	0,289095095095	-1,55842974551
9,8568	0,2820832	0,221342008675	-2,33000712869
9,8901	0,2875712	0,12429029029	-2,79474836866
9,9234	0,2903152	0,0244918251585	-2,90090947359
9,9567	0,2892176	-0,0757644310978	-2,74204969066
9,99	0,2848272	-0,161829162496	-2,41726544696
10,0233	0,2782416	-0,238509175843	-1,9901388431
10,0566	0,2686376	-0,300539873207	-1,36481938506
10,0899	0,2573872	-0,33372972973	-0,612335725783
10,1232	0,245588	-0,338994327661	0,0994783015693
10,1565	0,2343376	-0,323429429429	0,735108370522
10,1898	0,2239104	-0,295046379713	1,48472797121
10,2231	0,2134832	-0,228437771104	2,29391999051
10,2564	0,2077208	-0,130699366033	2,75178748986
10,2897	0,2049768	-0,0336476476476	2,83446331439
10,323	0,2055256	0,0624884884885	2,71608222615
10,3563	0,2093672	0,149697697698	2,47721974004
10,3896	0,2156784	0,229811144478	2,12436772219
10,4229	0,225008	0,295961961962	1,56969504261
10,4562	0,2357096	0,344258925592	0,706085910179
10,4895	0,2491552	0,351354688021	-0,376910109977
10,5228	0,26068	0,309237904571	-1,18132869829
10,5561	0,2697352	0,259338672005	-1,59871750296
10,5894	0,2779672	0,203030363697	-1,96264388067
10,6227	0,2837296	0,131614948282	-2,35731115389
10,656	0,2872968	0,0428034701368	-2,6372251464
10,6893	0,286748	-0,0526459793126	-2,64142576566
10,7226	0,2834552	-0,138710710711	-2,42662137168
10,7559	0,2774184	-0,218595261929	-2,03329065914
10,7892	0,2683632	-0,279252585919	-1,46047894185
10,8225	0,2582104	-0,317707040374	-0,802700153162
10,8558	0,2466856	-0,334645311979	-0,0719833391394
10,8891	0,2351608	-0,323658324992	0,69100186829
10,9224	0,2244592	-0,287263930597	1,40491620527
10,9557	0,215404	-0,227293293293	2,01343318627
10,989	0,2088184	-0,148553219887	2,45526195754
11,0223	0,2052512	-0,0590550550551	2,71913722197
11,0556	0,2047024	0,0368521855189	2,81479677876
11,0889	0,2077208	0,133217217217	2,71531847719
11,1222	0,2137576	0,222257590924	2,40466358918
11,1555	0,2225384	0,304202202202	1,73485575443
11,1888	0,2351608	0,34815015015	0,752101784801
11,2221	0,24696	0,350896896897	-0,160387280841
11,2554	0,2590336	0,330525191859	-0,873155994388
11,2887	0,2694608	0,289781781782	-1,45971519289
11,322	0,2787904	0,231871204538	-1,96894480956
11,3553	0,285376	0,156335669002	-2,38194205773
11,3886	0,289492	0,0698131464798	-2,65937386614
11,4219	0,2903152	-0,0263229896563	-2,73823094588
11,4552	0,2875712	-0,11811011011	-2,60648425091
11,4885	0,2823576	-0,20440373707	-2,29945717044
11,5218	0,2735768	-0,277192525859	-1,78163537801
11,5551	0,2631496	-0,324573907241	-1,15326092414
11,5884	0,2518992	-0,360281614948	-0,319819875487
11,6217	0,2379048	-0,354101434768	0,721742763785
11,655	0,2269288	-0,303744411078	1,52501572866
11,6883	0,2175992	-0,2424004004	2,01897036621
11,7216	0,2104648	-0,167322655989	2,38537892803
11,7549	0,2060744	-0,0805712379046	2,62004079488
11,7882	0,2049768	0,0116736736737	2,69278788298
11,8215	0,2068976	0,102774107441	2,59731926343
11,8548	0,2118368	0,190670003337	2,2826546934
11,8881	0,2200688	0,261627627628	1,74192043228
11,9214	0,2299472	0,308780113447	1,11278222945
11,9547	0,2411976	0,334874207541	0,474860913633
11,988	0,2527224	0,340596596597	-0,195901607313
12,0213	0,2642472	0,327778445112	-1,02533297395
12,0546	0,275772	0,275132465799	-1,90994520268
12,0879	0,2834552	0,191585585586	-2,51693468577
12,1212	0,2886688	0,0986539873207	-2,81250553189
12,1545	0,2903152	-0,0032045378712	-2,82568020139
12,1878	0,28812	-0,0954494494494	-2,61564923838
12,2211	0,2837296	-0,178996329663	-2,30594903657
12,2544	0,2760464	-0,25361628295	-1,8333793698
12,2877	0,266168	-0,305117784451	-1,22562613776
12,321	0,255192	-0,336476476476	-0,550472060315
12,3543	0,2431184	-0,342885552219	0,184827247445
12,3876	0,231868	-0,327320653987	1,00490268936
12,4209	0,2203432	-0,277879212546	1,84617216482
12,4542	0,2123856	-0,19616349683	2,42509387376
12,4875	0,207172	-0,106436436436	2,67999508796
12,5208	0,2052512	-0,013047047047	2,73670344797
12,5541	0,2063488	0,0785111778445	2,65345481172
12,5874	0,2104648	0,168238238238	2,39129798244
12,6207	0,2178736	0,245147147147	1,88435961264
12,654	0,2274776	0,298479813146	1,20863272348
12,6873	0,2384536	0,325947280614	0,490899641717
12,7206	0,249704	0,331440774107	-0,243254042609
12,7539	0,2612288	0,310611277945	-0,98905489852
12,7872	0,2711072	0,263687687688	-1,66229960357
12,8205	0,2793392	0,195934601268	-2,19558731237
12,8538	0,2845528	0,112616616617	-2,54767558126
12,8871	0,2870224	0,0217450784117	-2,71264535584
12,9204	0,2861992	-0,0743910577244	-2,6425713891
12,9537	0,2818088	-0,161600266934	-2,3212240157
12,987	0,2749488	-0,232557891225	-1,85132747028
13,0203	0,2658936	-0,286348348348	-1,29741853966
13,0536	0,2554664	-0,322284951618	-0,632193198649
13,0869	0,2436672	-0,331211878545	0,120672335109
13,1202	0,2326912	-0,313358024691	0,857117266304
13,1535	0,222264	-0,273301301301	1,55327444005
13,1868	0,2137576	-0,207379379379	2,14193394818
13,2201	0,2079952	-0,124748081415	2,53030029251
13,2534	0,2052512	-0,0334187520854	2,72925689565
13,2867	0,2058	0,0597417417417	2,7861561929
13,32	0,2090928	0,155191191191	2,67235759839
13,3533	0,2159528	0,250411745078	2,15644517836
13,3866	0,2269288	0,309695695696	1,30391040579
13,4199	0,2376304	0,333500834167	0,507511181519
13,4532	0,2494296	0,33990990991	-0,195328795596
13,4865	0,2609544	0,320911578245	-0,881748170148
13,5198	0,2713816	0,280168168168	-1,52138792112
13,5531	0,2801624	0,218137470804	-2,09305401498
13,5864	0,2864736	0,136421755088	-2,50299626732
13,6197	0,289492	0,0450924257591	-2,69183319678
13,653	0,289492	-0,0480680680681	-2,68075883692
13,6863	0,2861992	-0,1375662329	-2,49879564806
13,7196	0,2801624	-0,219281948615	-2,14269769714
13,7529	0,2711072	-0,284517183851	-1,62353934404
13,7862	0,26068	-0,329380714047	-0,989436772998
13,8195	0,2488808	-0,357077077077	-0,147785423061
13,8528	0,2357096	-0,344945612279	0,840696663742
13,8861	0,2247336	-0,29367300634	1,61723841515
13,9194	0,2159528	-0,228895562229	2,12665896906
13,9527	0,2090928	-0,148782115449	2,48027473586
13,986	0,2058	-0,059970637304	2,67694009213
14,0193	0,2049768	0,0334187520854	2,71818253578
14,0526	0,2079952	0,126808141475	2,55244901224
14,0859	0,2137576	0,208523857191	2,20265199022
14,1192	0,222264	0,276734734735	1,7107976623
14,1525	0,2326912	0,325031698365	1,09025163524
14,1858	0,244216	0,35639039039	0,254137465237
14,2191	0,2576616	0,347005672339	-0,720406203111
14,2524	0,2683632	0,301455455455	-1,50057576206
14,2857	0,2779672	0,241255922589	-2,07567872622
14,319	0,2851016	0,158853520187	-2,46633631741
14,3523	0,2886688	0,0704998331665	-2,63206984095
14,3856	0,2897664	-0,018998331665	-2,67216666116
14,4189	0,2875712	-0,111472138805	-2,55015776537
14,4522	0,2820832	-0,195019019019	-2,21735415763
14,4855	0,2741256	-0,262772105439	-1,73065513517
14,5188	0,2642472	-0,31427360694	-1,10304443026
14,5521	0,252448	-0,340138805472	-0,355907013676
14,5854	0,2406488	-0,334416416416	0,335094854614
14,6187	0,2302216	-0,319309309309	1,07287634648
14,652	0,2184224	-0,270783450117	1,97123605643
14,6853	0,2107392	-0,178996329663	2,58834521319
14,7186	0,2066232	-0,0842335669002	2,77240871168
14,7519	0,2052512	0,00961361361361	2,75407873673
14,7852	0,207172	0,102774107441	2,57230648511
14,8185	0,2123856	0,186092092092	2,21449009904
14,8518	0,2200688	0,252471805138	1,74096574608
14,8851	0,2293984	0,306262262262	1,1110637943
14,9184	0,2411976	0,333271938605	0,288315231036
14,9517	0,2527224	0,323658324992	-0,497200570607
14,985	0,2631496	0,294817484151	-1,13588563539
15,0183	0,2727536	0,248122789456	-1,73542856615
15,0516	0,2804368	0,176936269603	-2,23301101123
15,0849	0,2848272	0,0933893893894	-2,53144591594
15,1182	0,286748	0,00457791124458	-2,66567479503
15,1515	0,285376	-0,089955955956	-2,5829989705
15,1848	0,2804368	-0,174418418418	-2,26146065986
15,2181	0,2733024	-0,243315982649	-1,80397503498
15,2514	0,2639728	-0,298479813146	-1,1969855519
15,2847	0,2527224	-0,328236236236	-0,432663783793
15,318	0,2411976	-0,326633967301	0,329939549159
15,3513	0,230496	-0,30397330664	1,02876984425
15,3846	0,2203432	-0,25773640307	1,68463926055
15,4179	0,21266	-0,188381047714	2,21258072665
15,4512	0,2074464	-0,104834167501	2,55168526329
15,4845	0,2055256	-0,0144204204204	2,73173907975
15,5178	0,2063488	0,081029029029	2,7441500003
15,5511	0,2110136	0,173045045045	2,54996682813
15,5844	0,2178736	0,260025358692	2,03940065079
15,6177	0,229124	0,319538204872	1,19870398705
15,651	0,2403744	0,339223223223	0,341395783505
15,6843	0,2521736	0,337392058725	-0,389511967757
15,7176	0,263424	0,31221354688	-1,06046542594
15,7509	0,2735768	0,265061061061	-1,65695336088
15,7842	0,2815344	0,199596930264	-2,16484641688
15,8175	0,2872968	0,11811011011	-2,55397651015
15,8508	0,2897664	0,0242629295963	-2,75255123882
15,8841	0,2889432	-0,0714154154154	-2,73269376595
15,9174	0,2848272	-0,162058058058	-2,5268634222
15,9507	0,2779672	-0,244002669336	-2,12436772219
15,984	0,2683632	-0,313129129129	-1,41178994588
16,0173	0,2560152	-0,345632298966	-0,471614980568
16,0506	0,244216	-0,340138805472	0,364690126674
16,0839	0,2329656	-0,314960293627	1,01464048856
16,1172	0,2228128	-0,271470136803	1,59050720167
16,1505	0,2143064	-0,207837170504	2,09649088528
16,1838	0,208544	-0,128181514848	2,46939131324
16,2171	0,2055256	-0,0389122455789	2,67350322183
16,2504	0,2058	0,0553927260594	2,67388509631
16,2837	0,2093672	0,144433099766	2,48218410825
16,317	0,2156784	0,224546546547	2,13219614899
16,3503	0,2247336	0,289323990657	1,63461370391
16,3836	0,2351608	0,340367701034	0,900078145101
16,4169	0,248332	0,358221554888	-0,0876401927454
16,4502	0,2604056	0,331211878545	-0,988100212325
16,4835	0,2708328	0,283372706039	-1,62353934404
16,5168	0,2796136	0,21973973974	-2,11042930373
16,5501	0,2859248	0,140312979646	-2,47340099526
16,5834	0,2892176	0,051043710377	-2,68114071139
16,6167	0,289492	-0,0437190523857	-2,68591414237
16,65	0,2861992	-0,134361695028	-2,46060820024
16,6833	0,2801624	-0,212186186186	-2,05868531194
16,7166	0,271656	-0,273987987988	-1,5427728919
16,7499	0,2615032	-0,318164831498	-0,920508429684
16,7832	0,249704	-0,336934267601	-0,230843122068
16,8165	0,2384536	-0,33166966967	0,445456578812
16,8498	0,2274776	-0,312900233567	1,26457733454
16,8831	0,2162272	-0,250640640641	2,13219614899
16,9164	0,209916	-0,158853520187	2,63741608364
16,9497	0,2058	-0,0656930263597	2,81365115533
16,983	0,2052512	0,0347921254588	2,73804000864
17,0163	0,208544	0,122459125792	2,45125227552
17,0496	0,2137576	0,197994661328	2,10813805686
17,0829	0,2217152	0,267807807808	1,59394407198
17,1162	0,2324168	0,310382382382	0,888812847994
17,1495	0,2431184	0,326633967301	0,162296653232
17,1828	0,2546432	0,321598264932	-0,580449206853
17,2161	0,2653448	0,287721721722	-1,29302698316
17,2494	0,2744	0,231871204538	-1,87901336995
17,2827	0,28126	0,157709042376	-2,29029218296
17,316	0,2851016	0,0746199532866	-2,50929719621
17,3493	0,2864736	-0,0148782115449	-2,52877279459
17,3826	0,284004	-0,100942942943	-2,33210743832
17,4159	0,2790648	-0,168696029363	-2,1346783331
17,4492	0,273028	-0,24034034034	-1,94622327811
17,4825	0,2631496	-0,308780113447	-1,42095493336
17,5158	0,2516248	-0,34815015015	-0,496054947173
17,5491	0,238728	-0,345632298966	0,561355482944
17,5824	0,2274776	-0,303286619953	1,40682557766
17,6157	0,218148	-0,242858191525	1,96149825724
17,649	0,2110136	-0,168924924925	2,35330147186
17,6823	0,2066232	-0,0849202535869	2,65994667785
17,7156	0,2049768	0,0119025692359	2,81766083735
17,7489	0,2074464	0,108496496496	2,74434093753
17,7822	0,2121112	0,203945945946	2,34719148021
17,8155	0,2217152	0,275590256924	1,6136106076
